date,rating,review
5년 전,별표 5개,초겨울 주말 오후 다소 쌀쌀한 날씨 속에서 사색을 즐길 수 있는 아주 좋은 장소입니다 평소 같으면 관광객들로 북적이는 곳이지만 코로나 19로 외국인의 모습은 거의 찾아볼 수 없고 가족들 중심으로 적은 인원이 한가롭게 산책을 하며 옛 선조들의 정취를 한껏 느끼고 있었다 사계절 어느 계절도 나름 아름다운 곳이지만 개인적으로는 사람의 인적이 드문 갸울철이 제일 좋다고 생각한다
1년 전,별표 5개,경복궁은 서울의 보물입니다. 도심 한가운데 이렇게 운치있는 역사 유적이 있다는 것이 자랑스럽습니다. 자연과 조화를 이룬 궁궐이 너무 아름답습니다.
2년 전,별표 5개,주말 점심에 다녀왔습니다. 내국인은 물론 외국인도 많이 찾는 관광지로 조선시대 궁궐입니다. 입장료가 존재하지만 한복을 착용하면 입장료가 무료입니다. 한바퀴 둘러보는데 오랜시간은 걸리지 않지만 볼거리도 많아서 사진찍기도 좋습니다. 경회루 앞에는 기념품점이 있는데 다른곳보다 테마가 있다보니 구입할 마음이 들어 마그넷과 네임택을 샀습니다. 경복궁을 통해 다른 박물관이나 청와대쪽으로 갈 수 있으니 꼭 들려보시길 바랍니다.
4년 전,별표 5개,대한민국을 대표하는 문화재. 하지만 건물자체가 오래된건 아니고 흥선대원군때 복원하고 최근복원된 건물도 많음. 꽃도 많이피어있고 산책하기 최고
7년 전,별표 5개,"경복궁은 역시 낮에도 밤에도 멋진곳입니다. 예쁘게 잘 복원되어 궁도 깨끗하니 예쁘고 오래된 조경도 너무 멋집니다 밤에는 조명이 비춰 더욱 돋보여요    아이들과 가기도, 외국인과 같이 보기에도 좋은경험일거예요  "
4년 전,별표 5개,궁중문화축전 전시 보러 다녀왔는데 너무 멋있었어요. 한복 입고 가면 입장료 무료인 것도 좋답니다.   전시 기간이 짧아서 주말에 사람이 엄청 많았는데 일주일 사이에 날씨가 추웠다가 다시 따뜻해져서 나들이하기에 너무 좋은 날이었어요. 한복은 '한복남'에서 대여했습니다~.
2년 전,별표 5개,"이번 방문 목적인, 6월까지 개방한 경회루 예약후 관람  고종의 서재, 집옥재 방문. 자연을 액자삼아 즐기는 한국적인 아름다움을 밖에서만 바라보다, 그 속에 들어가 내가 왕인양 누리고 왔습니다. 너무 아름다운 우리나라 궁의 매력에 푹 빠졌다왔어요~ "
10개월 전,별표 5개,해질녘 조명이 켜지고 물에 비친 경회루의 모습은 정말 아름답습니다..
1년 전,별표 4개,일요일 방문하니 사람들이 많네요 한복을 입으면 무료라는 사실도 알았습니다  오늘따라 하늘도 이쁘고 궁이 멋있어보입니다 천천히 산책하며 구경도 잘했습니다
1년 전,별표 5개,한복을 입고 가면 무료로 입장이 가능합니다. 봄에도. 여름에도. 가을에도. 겨울에도. 어느 한 날 빠짐 없이 아름다운 경복궁 입니다. 꼭 방문하시길 추천 드립니다.
2년 전,별표 5개,몇년 전 갔을때보다 관광객이 훨씬 늘어난 것 같아요. 봄에 꽃필때 꽃 나들이 장소로 좋습니다. 한복 입으면 무료 입장이고 재미있게 놀 수 있어요. 집에 있는 한복을 꺼내봅시다.
2년 전,별표 5개,야간개장기간이라 예약 후 오랜만에 들렸는데 마침 보름이라 달빛까지 아름다운 시간이었습니다. 사람들이 많았지만 2시간 여유로운 산책이었습니다. 한복입고 입장하면 무료입니다
1년 전,별표 5개,"1963년 사적으로 지정되었다. 도성의 북쪽에 있다고 하여 북궐(北闕)이라고도 불리었다. 조선왕조의 건립에 따라 창건되어 초기에 정궁으로 사용되었으나 임진왜란 때 전소된 후 오랫동안 폐허로 남아 있다가 조선 말기 고종 때 중건되어 잠시 궁궐로 이용되었다.  경복궁은 비록 궁내의 건물들 대부분이 없어져서 근정전과 경회루를 제외한 많은 전각들이 복원되었지만, 창건 때의 위치를 지키고 있어 조선왕조 정궁의 면모를 대체적으로나마 확인할 수 있는 중요한 유적이다.  한국으로 여행오는 관광객들이 한번씩 들려 예쁘고 보고 갔으면 하는 바램입니다."
2년 전,별표 5개,늘 봐도 멋진 우리나라의 대표 궁궐. 추석연휴에 야간에 방문했는데 안에는 들어가 보지 못했고 밖에서 풍경만 찍었네요. 야간개장 티켓 에매가 하늘의 별따기이지만 한복을 입으면 입장이 가능해 많은 사람들이 한복을 입고 야간개장에 들어갔습니다.
1년 전,별표 5개,"경복궁 야간개장 맞춰서 갔는데, 평일 저녁인데도 사람이 너무 많았어요 밤에 선선해서 시원하고 즐겁게 구경했네요  티켓못구하면 한복대여하고 가시면 됩니다"
수정일: 3년 전,별표 5개,관광객이 많아 북적북적 해도 내부로 깊게 들어가면 또 조용하게 거닐 수 있는 곳이 많습니다. 서울의 대표적인 관광지인만큼 찾아보면 다양한 행사와 할인 혜택이 많네요.
수정일: 5년 전,별표 5개,외국인 관광객 뿐만 아니라 내국인들도 많이 찾는 고궁. 야간 특별개장을 통해서는 화려안 야경을 볼 수도 있음. 한복을 입고 방문할경우 무료로 입장이 가능함. 그 덕분에 인근의 한복 대여점에서 한복을 입고 와서 방문하는 사람들이 많음. 외국인들에게는 특별한 체험과 추억이 될 수 있음.
5년 전,별표 5개,"날이 좋아서인지 더 아름다운 경복궁. 주변에 인사동, 안국동, 삼청동, 통인동 등등, 볼거리와 먹을거리가 가득한 동네라 경복궁을 돌아보고 다른 곳으로 이동해 즐기기 좋다. 덕수궁 등에 비해 입장료가 조금 비싼 3000원이었지만, 전혀 아깝지않다. 기회가 된다면 생과방에서 간단하게 전통차와 간식을 즐기는 것도 추천한다. 귀여운 개인소반에 다기가 멋스럽다."
3년 전,별표 5개,"1. 서울역 짐 보관하고 다시 감 ㅎㅎ 2. 입장료 저렴하지만 매월 마지막 수요일 무료 관람 3. 근위대, 문화해설 시간 확인하고 관람하고 설명 들으시며 다니면 좋습니다. 4. 향원정, 곤녕합까지 갔네요. 매우 권장 5. 30~40분 일찍 도착해 근정전, 경회루 사진 찍고, 오후 교대식 보시고 해설 시간 맞춰서 장소 하나 하나 설명 들으며 청와대 쪽으로 나오시면 제일 좋습니다."
수정일: 4년 전,별표 4개,"덕수궁 보다 훨씬 크고 웅장하며, 한복을 입은 사람을 흔히 볼 수 있다. 경회루 풍경이 아름답다. 물과 간식을 준비해가는 것이 좋다."
4년 전,별표 5개,이번 명절을 맞이 하여 큰맘먹고 찾아간곳. 내차는 경유차라서 절대로 진입을 못해서 차를 시내 외곽에 세워두고 대중교통을 타고 이동했음. 경유차 사용자들은 여기 운용시간과 길 중간중간에 경유차 단속을 하니 절대로 개인차 이용마시고 대중교통을 이용하여 방문하는 것을 추천. 그리고 여기는 한복을 입고 방문하면 입장료 무료로 알고있으니 참고바라며 매표소에는 줄이 항상 많이니 혹시 신용카드나 삼성페이 유저는 그냥 표 검사하는 대로 가셔서 본인의 결재 조건을 말하면 바로 결재후 입장이 가능하니 계획을 잘 세워서 입장하는 것을 추천. 명절이라서 사람이 없을줄 알고 방문했는데 한국인들은 별로 없었는데 외국인들이 엄청 많았음. 명절기념으로 야간 개장까지 했으면 더 좋았겠지만 아쉬움을 뒤로하고 주간 개장만 관람하고 나왔음. 몇년전에 방문했을 때랑 변함이 없어서 더 좋았다. 특히 경희루는 여전히 그대로 있었고 날씨가 태풍오기 전이라서 굉장히 좋았다. 집 도착후 창문을 열어보니 폭우가 내리고 있었다. 아쉽게도 달을 같이 보지는 못했지만 그래도 좋았다. 여기는 내부가 굉장히 넓다. 그리고 중간 중간에 화장실과 음료수 자판기도 있으니 걱정말고 산책하기 정말 좋은 곳중한곳이다. 다음번 야간 개장시 스케쥴 맞추어서 재방문 예정인 곳이다. 방문시 광화문을 거쳐서 방문하는 것을 추천 수문장 및 교대식들을 볼수가 있음.
2년 전,별표 5개,1395년 태조 이성계에 의해 조선왕조의 새로운 법궁으로 지어진 궁궐입니다. 서울 5대 궁궐 중에 가장 큰 규모와 건축미를 자랑합니다. 한국관광 100선에 선정되었으며 외국 관광객 뿐만 아니라 대한민국 국민들도 가장 즐겨찾는 궁궐입니다. 특히 야간관람은 11번가를 통해 미리 예약을 해야할 정도로 인기가 많답니다. 아름다운 경회루와 향원정 연못이 원형 그대로 남아있으며 조선왕조 역사가 담긴 근정전을 보는 것도 경복궁 관람의 백미랍니다. 서편에 있는 국립고궁박물관과 동편에 있는 국립민속박물관도 시간이 된다면 꼭 한번 둘러보아야 할 명소랍니다  
7년 전,별표 5개,"감히 누가 경복궁을 욕하겠는가. 말로 표현 할 수 없는 근엄함. 관람도 바른 자세로 하게 됩니다 여려번 방문해도 끝이없는 장소. 아이들 교육에도 좋고, 현대식과도 어울리는 멋스러움. 말로 표현하기 정말 어렵네요."
1년 전,별표 5개,설명이 필요할까? 광화문역에서 내려 걸어가거나 안국역에서 열린송현찍고 가는 코스도 좋은 것 같습니다. 해외여행객들이 참 많네요.
2년 전,별표 5개,경복궁에서는 오전10시와 오후2시에 수문장 교대식이 열린다. 20분간 이뤄지는 행사는 표없이도 볼 수 있다. 무려 40명이나 되는 인원이 역사적 자료로 고증되어 재연해 낸 멋진 의식이다. 교대식이 마무리되면 수문장과 사진을 찍을 수 있는 10분의 시간이 주어지고 이 날은 미세먼지가 많아 경복궁을 지키는 의식은 생략되었다.  행사가 진행되는 동안 웅장함에 한국인이라는 게 자랑스러웠다~ 
3년 전,별표 4개,처음 야관관람을 했습니다 너무 좋아요~ 정말 멋있었고 도시 한가운데 시간이 멈춘듯 옛 왕이 머문 궁궐을 구경하며 멋진 사진도 찍었습니다 오월 중순 방문 기준으로 저녁 8시가 다되어가니 궁궐의 조명으로 해가 저물기전의 분위기랑 다릅니다 그중 으뜸인 경회루 정말 아름답습니다 강추드려요 다음엔 한복입고 재방문 하고 싶습니다 경복궁 내에 카페에서 먹은 복분자 쌀머핀 맛있어요~
4년 전,별표 5개,유료관람(3000원)의 가치가 있음!! 볼거리가 정말 많고 여러 곳의 출구와 연계된 추가 볼거리들이 또 있음. 고궁만 보는 게 지겨울 땐 양 사이드쪽 산책로도 정말 괜찮은 듯함~!!
4년 전,별표 5개,경복궁의 사계절중 봄의 모습을 보러 다녀왔어요. 개인적으로 경회루와 향원정 모습은 봄에 더 매력을 뽐내죠. 잔잔한 바람에 연못의 물결이 파르르 흐르고 그 연못에 자기의 모습을 비추는 것을 보는 것을 보면...  사진에 담지 않으면 안 되겠다는 마음으로 사진을 찍게 됩니다. 나머지 건축물은 글로는 표현이 안될 만큼너무 멋지죠. 멋진 모습은 사진에 담아두고 천천히 보면서 마음속에 스며들게 해야겠어요.
2년 전,별표 5개,한국을 대표하는 문화재입니다. 조선시대로 타임머신 타고 간 느낌이죠. 이곳에서 있었던 옛날의 기억들을 상상하고 걸으면 너무 좋습니다.
1년 전,별표 5개,"서울 중심에 위치한 대표 궁궐이에요. 한복 착용 시 입장료 무료  건물 간 거리가 꽤 넓고, 동선이 길어서 편한 신발 필수!!!   경회루, 향원정은 사진 스팟이라 항상 사람 많아요 수문장 교대식은 시간 맞으면 잠깐 보기 좋아요  관람객은 많은 편이지만, 넓어서 불편하진 않았어요. 화요일은 휴궁  입장 전 꼭 확인! 입장료는 일반 3,000원 "
11개월 전,별표 5개,한국인이라면 한번쯤 와봐야할 경복궁! 역시는 역시인지 정말 예쁘고 사람도 많습니다 한번씩은 꼭 가보시는걸 추천
2년 전,별표 5개,청와대에서 주차장으로 내려오다가 돌아가기 싫어서 들렸던 경복궁입니다. 경복궁은 몇 번 와봤는데 설경은 처음이었습니다. 사실 전에 왔을 때는 24세이하여서 돈을 안냈는데 그러고보니 꽤 오랜만에 온 것 같습니다. 눈와서 신발은 젖었지만 그래도 끝내주는 자연경관을 봐서 만족했습니다. 입장료는 3천원이고 카드결제만 가능합니다. 또한 방문하실때 꼭 안내책자 챙기세요. 거기에 지도가 있어요.
4년 전,별표 5개,"경복궁 이순신, 세종대왕님 동상를 지나 입장하는 곳 입장료는 3천원이며 교통카드로 바로 가능하다. 매우 넓고 볼거리가 많은 곳 특히 외국인들이 많이 방문함"
1년 전,별표 5개,"서울에 있는 정궁의 하나로 넓고 볼만한 것들이 많습니다. 전체적으로 둘러보려면 노선을 잘 짜는게 필요합니다. 서촌을 본다면 반시계방향으로 돌아서 서측문으로 가고 북촌으로 가려면 시계방향으로 돌아 동측 문(현대미술관쪽)으로 나가는게 좋습니다. 입장료가 있지만 학생, 65세 이상, 한복 착용자에게는 입장료가 면제됩니다."
3년 전,별표 5개,"사전에 공부를 조금하고 갔었습니다. 각 건물의 역사를 알고서보니 사뭇 다르더군요. 건물과 배경 설명이 없으면 그냥 관광용 건물, 옛 건물일 뿐이나, 알고서 보면 새롭게 보이더군요. 해설사와 같이 하든지 홈페이지를 미리 방문하여 사전에 알고 가시는것을 추천합니다."
6년 전,별표 4개,중국에 자금성이 있다면 대한민국에는 경복궁이 있죠. 많은 관광객들과 내국인들이 찾는  대표적인 핫플레이답게 평일에도 관광객들이 많네요. 한복을 입고가면 무료입장인것도 있지만 나름 재미도 있고 전통의상 체험도 할수 있어 많은분들이 한복차림이네요. 많은 아름다운 장소중 제가 제일 좋아하는 경회류는 언제봐도 경치가 멋집니다. 계절이 바뀔때마다 그 느낌도 바뀌는 곳이죠.
1년 전,별표 5개,웅장합니다. 교태전 특별관람 하고왔습니다. 최곱니다. 우리 선조들의 지혜를 볼수있는 곳이였습니다. 교태전에서 바라보는 정원은 최곱니다.
수정일: 2년 전,별표 5개,도심에 이런 고풍스러운 고궁에서 자세하게 찾아보면 좋은 메롱해치. 집현전. 명성황후 시해 장소.사신맞이하는곳 다양한 역사적유물도 보고 주변 삼청동으로 북촌으로 서울 구경하기 좋은 장소~
4년 전,별표 5개,야간에 가면 더 좋지만 낮에가도 너무 좋은곳. 별빛야행이라고 저녁까지 먹을수 있는 프로그램이 있는데 꼭 해보시길 권해드립니다 경복궁 안에서 밤에 관람과 더불어 저녁까지 먹으면 금상첨화입니다!
7년 전,별표 4개,조선의 정궁. 많은 부분이 고종 때 다시 지어진 곳이지만 그래도 조선 시대의 많은 부분을 느낄 수 있습니다. 입장료는 노인과 어린이는 무료이고 부모도 2자녀 이상이면 무료로 입장 가능합니다. 경복궁 내부에서 경회루 같은 곳은 예약을 해야 들어가볼 수 있습니다. 최근에 향원정 주변을 보수 공사를 하고 있어 볼 수가 없어 안타깝습니다. 경복궁 옆에 주차장이 있으나 많이 항상 거의 만차 이기 때문에 대중교통을 이용하는 것이 제일 좋습니다. 한복을 입으면 입장료가 무료라 경복궁 안에는 한복을 입은 외국인들을 많이 볼 수 있습니다.
3년 전,별표 5개,"21.09.22 아주 어릴적부터가장많이 온 궁 첫 방문은 국립중앙박물관이 있었던 때   경회루에 사생 대회도 왔었고 추억도 많고, 그때부터 지금껏 젤 좋아하는 궁(창덕궁이 치고 올라오는 중) 하루 온날을 다 써서 구석 구석 단청 하나까지도 천천히 즐기길 추천"
1년 전,별표 5개,"조선 시대 왕궁  무척 넓다.  아쉬운점이라고 하면 건물 내부가 너무 텅텅 비어서 외관만 보고 가는게 아쉽다.  내부도 알차게 구성하면 좋겠다.    성인 입장료 3,000원   한복 착용 시 무료"
5년 전,별표 5개,우리나라의 산 역사 한 세대의 문화가 고스란히 담겨있는 고궁 아름다운 궁궐 이지만  그옛날에는 그무거운 돌들을 어떡게 옳겨와서  쌓았을까 얼마나 많은 백성들이 고생했을까 생각도 해보네요  어째든오랜세월을 이겨 후대에남겨준 유산 지켜야겠지요
8년 전,별표 5개,"부지가 좀 넓은 편이라, 다 둘러보기에 생각보다 오랜시간이 걸렸습니다. 경복궁도 멋지지만, 멀리에 있는 주변산들과도 조화가 정말 보기 좋습니다. 저는 다 둘러 보고 마지막에 경회루를 갔는데, 개인적으로 경복궁 관람의 하이라이트 였습니다.  연못위에 세워져 있는 모습이 물위에 떠있는것 처럼 보였습니다. 주변 풍경들과 잘 어우러져 정말 아름다웠습니다. 그리고 한복입고 여성분들이 많은데, 한복입은 모습들이 너무 아름다웠습니다."
2년 전,별표 5개,"대한민국 서울의 랜드마크 중의 탑 티어. 여길 안가본다면, 한국을 여행한게 아니다.  매일 오전 10시, 오후2시에 수문장 교대 의식이 있으니 곡 보도록 하자.  한복 입은 외국인들 정말 많고, 한국사람들도 물론 항상 많다."
1년 전,별표 5개,"방문해볼 만한 곳이다. 분위기가 아름답고, 기념사진을 찍기 위해 역사적인 의류를 구매할 수도 있습니다."
수정일: 7년 전,별표 5개,추운 주말이라 한가할 줄 알았는데 사람이 굉장히 많았어요. 특히 외국인 관광객들이 많아서 뿌듯했네요. 한복입고 돌아다니는 사람들 덕분에 더 고궁의 분위기가 살았어요. 시설 관리도 깔끔하게 잘 되어있어서 너무 좋았어요. 제가 방문했을 당시 향원정이 보수공사중이었어서 못본게 아쉽네요..
4년 전,별표 5개,경복궁 야간 개장에 다녀왔습니다. 낮에 방문한 것과 다르게 정말 다른 분위기를 주었어요. 너무 이쁘고 아름답습니다. 궁궐의 여러 모습을 볼 수 있을 뿐만 아니라 우리나라 팔도를 테마로 한 다양한 예술품도 곳곳에서 볼 수 있었습니다. 경복궁 야간 개장은 티켓 비용에 비해 가성비가 뛰어나니 꼭 방문해보세요.
7년 전,별표 5개,우리건축물의 아름다움과 역사를 동시에 느낄수 있는 곳입니다. 근처에 한복대여점이 많으니까 한복을 입고 가도 특별한 경험이 될수 있겠네요! 생과방을 못 가본게 아쉬워서 다음에 또 가보려고요! 생과방은 오후 5시까지 운영하니까 참고하세요~
7년 전,별표 5개,경복궁은 다른궁보다 건물의.규모가 더 크고 시원시원한 풍경이 그려집니다. 한복입은 외국인들이 정말 많네요. 아이들 한복입혀서 가서 사진 많이 건져오네요. 날이 더워서 다른궁들보다는 그늘이 적어서인지 다 둘러보지는 않았지만 궁교대식도 보게되고  참 좋았습니다. 평일에 조금이라도 사람이 적을때 꼭 다시와봐야겠어요. 가까이에 이런궁들이 많아서 참 좋네요. 서울은 참 아름다워요.
5년 전,별표 5개,날씨가 이제는 여름날씨입니다. 그래도 나무 그늘 아래에서 바람을 쐬고 있으면 시원합니다. 경북궁 생과방 체험 행사가 6월30일이면 끝납니다. 현장예약으로 오전 9시 20분이 되면 대부분 예약이 마감되니 참조하세요.
7년 전,별표 5개,경복궁을 제대로 구경해본적이 없어서 추석연휴를 기회삼아 아이와 함께 방문했다. 추석연휴라 입장료도 무료이고 방문객들이 많았다. 서울한복판에 이렇게 옛건물이 자리잡고 있는것도 신기한데 과거와 현재를 넘다드는 기분도 느꼈다. 규모가 커서 신기해하며 경복궁내를 뛰어다니며 즐거워하는 아이의 모습을 보니 오길 잘한거 같다.
6년 전,별표 5개,"경복궁 야간개장을 다녀왔는데 살면서 한번쯤 가볼만한 곳이라는 생각이 들었어요. 야간개장은 한복 대여해서 입고가면 무료입장 가능하고, 사전에 옥션 등에서 사전티켓을 예매해야해요. 티켓 여부와 한복도 규격에 맞추어 가야하니 꼭 사이트로 확인한 뒤에 가는걸 추천드리고요. 밤에 보는 경회루는 정말 아름다운데 조명이 없으니 해 떨어지기 전에 가서 사진 남기고 저녁에는 눈에 담는 위주로 구경하면 좋을 듯 해요. 특히나 모기한테 엄청 뜯기니 스프레이 뿌리고 어느 정도 뜯기는걸 감안하고 가야 할 것 같아요."
2년 전,별표 5개,"한국을 대표하는 궁궐로, 중국과 일본보다 더 빠르게 한국에 전기가 처음으로 들어온 곳이기도 하지만, 일본의 침략으로 명성왕후께서 잔인하게 시해를 당한 가슴아픈 역사가 있는 장소이기도 합니다."
4년 전,별표 5개,서울 도심 한가운데에 이런 고궁이 있다는 게 너무 좋은 것 같아요 외국친구오면 꼭 데려가고 싶은 곳이에요 근정전이랑 경회루 좋더라고요 그리고 명성황후가 일본인에게 살해당한 곳은 다른 곳과 다르게 화려하지 않아요 다 의미가 있겠지요 적극 추천해요
2년 전,별표 4개,가을의 고궁을 걷고 싶어서 방문했어요. 다들 같은 마음이었을까요? 광화문 주변 부터 궁궐내  어느 곳을 가든지 인파가 장난아니었죠. 내외국인과 한복입은 이들. 가족끼리 연인끼리..  엄청났어요. 특히 오후 2시. 수문장 교대시간이어서 더욱 붐볐구요. 궐내는 기대한 이상으로 좋았어요. 후원으로 청와대길 까지 걸었답니다.
5년 전,별표 5개,"황사도 걷힌 맑은 하늘. 점심 무료 개방하는 날이라  점심 후 경복궁과 민속박물관 앞을 걸었네요. 너무 고즈넉하고 찬란히 눈부시네요. 한복 입고 사진찍는 사람들, 개나리 목련 등 꽃 한가득~ "
수정일: 3년 전,별표 4개,지난 5월6일 경복궁에 아들과 한복입고 무료입장~  궁궐자체가 박물관이며 왕이 거닐던 경회루앞 녹색으로 변한 궁궐 정원!! 향원정으로 이어진 취향교의 위치가 고증을 확인후 바뀐 변한모습~   2022.5.6 촬영 
5년 전,별표 5개,야간개장 덕분에 경복궁 밤의 모습을 보았어요. 매일 아름다운 곳이지만 밤에 가니 더욱 운치 있었어요. 조명과 달빛이 어울러져서 건축 구조물과 색감을 더 예쁘게 해줘요    
1년 전,별표 5개,"목요일 아침 10시에 너무나 멋진 장면을 보았습니다. 대단히 장엄하고 한국의 위엄을 보여주는 교대식이였어요. 서양인들이 대부분이였고 중국계인들, 일본인들도 많았어요. 교대식에 나오는 전통 악기 소리에 눈물이 나는 이유는 무엇이였는지... 미우나 고우나 우리 역사인데 알면 알수록 부화가 치미는 역사적 장소이고 한국의 근간을 이루는 경복궁이였습니다. 구석구석 한국 장인의 명품들이 살아숨쉬는 곳입니다."
2년 전,별표 5개,서울의 중심에 있는 옛 조선왕조의 궁궐을 복원한 궁입니다. 많은 사람들이 아름다운 한국의 전통복장인 한복을 근처대여점에서 대여하여 관람하고 사진을 찍습니다. 아름다운 한국식 목조 건축물과 지붕의 디자인은 매우 환상적입니다. 더운날엔 한복이 힘들수도 있기 때문에 이 점은 유의하세요.
5년 전,별표 5개,"복원이 계속 되고 있어 앞으로 더 기대 됩니다~~멋진 관광지 입니다.  ~  주변에 볼 것도 많아요. 경복궁만 보기에도 2~3시간 금방인데 다음에는 고궁박물관, 민속박물관도 가보겠습니다"
6년 전,별표 5개,봄이나 가을에 한복입고 방문한다면 정말 즐거운 추억을 담기 좋은 장소다. 외국인들도 한복을 입고 다니는데 구경하는 것만으로도 충분히 재미있다~
5년 전,별표 5개,광화문을 통해서 경복궁 걷기를 해보았습니다. 때마침 교대식이 있던차라 수문장들 교대식도 구경해보았습니다. 근정전 내부에 왕좌를보고 천장을 보시면 용이 있어요.정말 멋진그림인것 같습니다. 경복궁내부에 있는 금강송들도 아주 반갑더군요. 외관에 한본렌탈해주는 곳도 몇군데 있더군요. 하루렌탈에 5천원 좋은 추억꺼리도 될듯합니다. 연인과 가족 사랑하는 아들 딸과 거닐기에도 좋은 곳입니다. 서울에만 있는 쉑쉑버거를 먹으로 또 거닐어보고 북촌은 다녀와봐서 저는 일단 패쓰 주위에 박물관들도 좋은 볼꺼리입니다.
3년 전,별표 5개,"나이가 많아지면서 경복궁의 아름다움을 조금씩 더 알아가고 있습니다. 찾을 때 마다, 걷게 되는 방향을 달리하면 새로 발견하게 되거나, 처음 보는 것들이 조금씩 생기는데, 이게 매우 재밌습니다.  찾게 되는 외국인이 많아지면서, 예전 같은 고요함과 여유로움은 조금 찾기 힘들어졌지만, 비가 많이 내리는 날 찾아가면 경복궁의 새로운 아름다움을 찾을 수 있습니다.  관광객은 물론 찾는 사람들 수가 굉장히 적어져 조용하게 관람할 수 있으며, 근정전 앞의 돌틈 사이로 흐르는 빗물, 경회루의 빗방울들, 인왕산과 북악산 앞뒤로 지나가는 커다란 구름들을 관찰할 수 있습니다.  경복궁은 참 아름답습니다. 과하거나 부족함 없이 본연의 단아함과 우아함, 그리고 수 많은 과학과 지혜가 숨어있습니다. 모든것이 빠르게 변하고 수 많은 건물들이 올라가고 있는 서울 한복판에 그 어떤 건물들 보다 더 빛나는 이곳을 많은 사람들이 보고 즐기면 좋겠습니다."
4년 전,별표 5개,"경복궁  산책하며 궁 이곳저곳  구경하기 참 좋습니다.  단풍들도 너무 예쁘게 물들어 있어요.한복입고 가면 입장료 무료, 그냥 가면  성인 1인당입장료  3000원입니다. 궁 곳곳에서 사진 찍으면 예쁘게 나와요 낮도 산책하기 좋지만 밤에 가도 너무 이쁠것 같아요 경복궁 안에 생과방이라는  다과가게? 이용하고 싶었는데  사전예약해야 이용 할 수 있더라구요 참고하세요 국립민속박물관도 무료관람가능하니 잠시 들려보는 것도 좋아요"
수정일: 3년 전,별표 5개,11 6일 일요일에 방문함. 요즘 단풍철이라 경복궁 단풍구경 갔었구요. 국립고궁박물관 내 정원에 있는 은행나무는 노랗게 물들어 멋지구요. 경복궁의 인정전 옆 경회루와 향원정의 가을풍경이 아름답습니다.
2년 전,별표 5개,"ㆍ 경복궁 야간개장 이벤트가 있어 추석 한가위를 맞아 가족과 함께 다녀왔다. (입장료는 인당 3,000 원이었고 사전에 인테넷 예약해야 한다   한복을 입고 가면 입장료 무료)  ㆍ 경복궁은 조선시대 1 대 왕인 태조 1395 년 창건되었다가 1592 년 임진왜란때 전소되었던 것을 홍선대원군이 1868 년 재건했다  ㆍ 조선시대 제 1 궁이었던 경복궁내에는 여러 용도의 건물이 있는데 이번엔 주 건물인 근정전과 왕이 고위 신하들과 업무를 보았던 사정전, 경회루 세곳만 관람했다.  ㆍ 기회가 된다면 다음번엔 명성황후 시해사건이 있었던 건청궁과 후원을 돌아볼 계획이다.  ㆍ 그동안 여러번 경복궁을 관람했지만 모두 낮에 방문한거고 야간개장은 첨이었다.  ㆍ 봄에는 벚꽃 뷰가 가을에는 단풍뷰가 예쁘기로 이름난 대표 궁이다.  ㆍ 야간개장때마다 인파가 엄청 몰린다."
수정일: 5년 전,별표 5개,광화문으로 들어가면 볼수있는 조선왕궁으로  건물들도 멋지고 뒤쪽의 산들과 어우러진 경치가 정말 좋은곳  경복궁과 남산타워는 외국인들이 서울오면 방문하는 대표적인 필수코스로  박물관들이 인근에 있어 한국의 역사와 문화를 볼수있는 히스토리컬 스팟  경복궁 광화문 시청 덕수궁 남대문 남산타워까지 투어코스로도 좋을듯  교통카드로 결재가능한 입장료 3000원이 있으며  왕의 집무실부터 연회장소 왕비와 후궁들거처까지 건물들에 대한 설명이 잘 되어있어  반나절정도 걷다가 쉬다가 하면서 구경하기 좋은곳
3년 전,별표 5개,"3,000원에 11번가에서 예약하고, 야간 입장했습니다. 밤에보는 근정전의 모습이 너무나도 예뻤습니다. 날씨는 추웠는데, 만족한 투어였어요!!"
9년 전,별표 4개,볼거리도 많고 멋진데 날씨도 덥고 사람도 너~무 많아서 여름에는 말고 겨울에 가보시는걸 추천드립니다. 또 경회루에 가보고 싶었는데 사전예약이 필요해서 돌아왔어요.... 다음엔 꼭 올라가야지!!
