date,rating,review
5년 전,별표 5개,"가을 날씨가 한목했네요.    주말이라 사람이 좀 많은듯했는데, 분비는 정도는 아니라 다니기 참 좋았네요.   서울시내 한복판에서 가을 즐기기 참좋아요."
수정일: 2년 전,별표 5개,한국에 처음 온다면 꼭 가봐야할 장소 중 하나 . 매우 넓고 다양한 궁궐과 박물관이 있어 볼거리가 정말 많아요. 바로 옆에 인사동거리로 가서 식사를 하거나 현대미술관을 구경할 수 있어 너무 좋습니다   
5년 전,별표 5개,가을에 방문했습니다.향원정은 공사중이었지만 경복궁은 너무 웅장하고 멋졌습니다.다음에는 도슨트를 신청해서 방문해서 더 의미를 새기면서 관람하겠습니다.
수정일: 3년 전,별표 5개,독일에서 언니가 한국을 방문하였습니다. 네자매가  시티투어를 하게 되었는데 경복궁에 하차하여 때마침 줄타기 공연이 있어서 관람하게되었죠 너무 인상깊고 추억에 남을것 같아요 우리 사물 놀이가 정말  최고인듯 합니다! 화이팅~~
2년 전,별표 5개,학교 에서 체험 학습  갔다왔는데 한복 은 필수에요너무 예쁘고 가방 도 빌려주고 머리도해주어서 너무 좋아요 그리구 속옷은 필수 에요 입혀 주시고요 경치  
1년 전,별표 4개,각 장소에 대한 설명이 부족해 전체적으로 이해나 감상이 다소 아쉬웠습니다. 좀 더 자세한 안내나 정보가 제공되었더라면 관람이 훨씬 더 흥미로웠을 것 같습니다.
3년 전,별표 5개,역시 잘 관리되고 있고 국내 및 해외의 많은 사람들이 찾아오고 있고 방문하고 싶어하는 우리 문화 유산이 정말 자랑스럽기도 합니다. 야간 개장을 처음 가보았는데 생각보다 예약 경쟁이  치열하고 현장 발권 또한 어마어마한 웨이팅으로 1시간 이상 줄을 서서 간신히 들어 갔네요. 해지는 노울과 야간 경회루가 볼만합니다.
7년 전,별표 5개,"야간개장 티켓팅해서 다녀왔어요 경희루에서의 화룡지몽공연이 너무환상적이네요 솔직히 별기대안했는데 와,,,너무좋았어요 다들 꼭보세요 수상객석팔찌 받는건 이미늦었길래 8시부터 공연시작하는데 7시20분에 가서 지상객석 맨앞줄앉아서봤어요 가운데에서 살짝왼쪽이 공연즐기기엔 더좋아요"
수정일: 2년 전,별표 5개,역시 우리 조선의 궁궐 최고시더. 중국인들을 중심으로 한복을 입고 많이 돌아다니고 있습니다. 경복궁 구경하고 북쪽 신무문을 지나면 바로 청와대입니다. 경복궁부터 청와대까지 걸어서 한방에 구경할 수 있네요. 최소 3시간 코스입니다. 아이들과 함께하기에는 다소 무리가 있지만 답사 졸아하시는 분들은 해볼만 합니다. 경복궁 아미산 굴뚝은 볼때마다 정겹네요.
5개월 전,별표 5개,유쾌한 해설과 함께하면 더 재밌는 관람이 될 것입니다. 해설사님이 너무 쉽고 유쾌하게 안내해 주셨습니다. 특히 눈 오는 경복궁은 최고였습니다.
7년 전,별표 5개,야경은 더멋있음..외국인을 위한 배려도 굉장히 잘되있습니다. 사진찍기도 좋고 안내해주시는 분들도 학식도 많으시고 친절하세요. 고궁도 굉장히 깨끗하고 궁내 매장도 바가지도 없이 가격대가 저렴해요.
4년 전,별표 5개,우리나라 궁궐 넓어도 너무 넓어서 다리는 아프지만 매우 의미 있는곳입니다. 물  한병과 초코렛 정도는 가져가시는것이 도움되실꺼예요. 가는곳 마다 포토존 알차고 뜻깊은 시간 되시길 바래요
수정일: 1년 전,별표 5개,낮시간 햇볕은 뜨거울 정도였지만 파릇한 나무잎과 색색의 꽃들이 산책하는 길마다 드리워져 있어 힐링하고 왔네요.
3년 전,별표 5개,몇년만에 다시 들르게 된 경복궁이에요. 코로나가 풀려서 그런지 사람들이 한복을 입고 관광을 하는 모습이 많이 보였어요. 외국인들도 많아서 저조차도 더욱 여행하는 기분이 들었어요. 광화문에서 시간맞춰가면 공연도 볼 수 있어요!
5년 전,별표 5개,오랫만에 한가한 평일에다녀왔습니다. 경회루는 언제봐도 평화롭고 좋습니다. 추운날임에도 한복입고 기념사진찍는분들 있는데 보기좋아요. 수문장분들도 수고가많으십니다. 마스크마저도 멋있으셨어요.  다만...비싸서.... 살순없었네요. 애들용으로 조금 더 저렴한 버전있으면 아이들도 사주면 좋을거같아요.
3년 전,별표 5개,경회루가 오픈 되던때에 다녀왔다. 예약하기가 하늘의 별따기였지만 해설해주시는  분이 너무도 잼나게 안내를 해주셔서 한껏 똘똘해지는 탐방이었다.
수정일: 2년 전,별표 5개,언제와도 웅장하고 만족스럽습니다! 내부가 꽤나 넓고 문지기 교체 등 볼거리가 많아요. 무엇보다 한복을 입은 사람들이 많아 전통적인 분위기라 너무 좋아요.
7년 전,별표 5개,"대한민국의 역사를 느낄수 있습니다. 왕이 지내던 이 곳, 당신은 그대로 느끼고 체함할 수 있어요. 대한민국 서울에 놀러왔다면 필히 방문하기를 추천합니다.  I can feel the history of Korea. This place where the king is, you can feel and pretend. I recommend you visit if you come to play in Seoul, Korea."
수정일: 5년 전,별표 4개,야간개장으로 다녀왔는데 고즈넉하니 참 좋았습니다. 다만 건물들이 밤에 보니 다 너무 비슷비슷해서 헷갈리더라구요. 다음에는 낮에 방문해보고 싶네요
3년 전,별표 5개,"'Gyeongbokgung' Palace is part of the Joseon palace located in the center of Seoul. Although there was once a heartbreaking history by Japanese colonial era, the restoration began in 1990 and is now open to the public. (Entrance is free if you rent 'Hanbok' outside Gyeongbokgung Palace.)   If you want special memories, I recommend wearing 'Hanbok'   For reference, here is not open every Tuesday. ----- 경복궁은 서울의 중심에 위치한, 조선의 궁궐 중 일부분 입니다. 한 때 일제강점기에 의해 가슴아픈 역사가 있었지만, 1990년부터 복원을 시작하여 현재에는 일반인들에게 개방하여 둘러볼 수 있습니다. (경복궁 밖에서 한복을 빌려입으면 입장이 무료입니다.)   특별한 경험을 원한다면 한복을 입는것을 추천   참고로 매주 화요일은 열지 않는다. (휴궁일)"
3년 전,별표 5개,까먹을때쯤 한번 가면 생각보다 괜찮다. 한번도 안가본사람이면 만족할만함. 입장료 저렴 퀄리티 좋음. 주변에 광화문 박물관 인사동 익선동 청계천등 접근성도 좋음 주차도 괜찬음 다만 데모가 많아서 시끄럽다
2년 전,별표 4개,늘 우리 주변에 있어서 아름다움을 제대로 모르고 있는 대한민국 유산. 야간 개장은 정말 아름답습니다. 얼마전 광화문 월대도 모두 복원되어 더 옛스러워졌습니다.
9개월 전,별표 5개,공휴일이라 사람이 많았지만 지체없이 들어갈 수 있었습니다. 오랜만의 경복궁 나들이 너무 좋았습니다.
수정일: 3년 전,별표 5개,"2022년 11월 18일 방문 입장료 성인 3000원, 한복 입고 방문시 무료. 10인 이상 해설사 예약 가능. 매주 화요일 휴무.  현재 동,서,남,북 모든 출입문 개방 중. 그러나 광화문을 통해 관람할 것을 추천 한다. 1395년 완공된 조선의 첫 궁궐. 1592년 임진왜란시 소실 된 후 방치 되다가, 19세기 초 흥선대원군에 의해 중건. 일제시대의 총독부 건물 철거하면서 2010년에 복원 마무리 됐고, 현재는 일부분씩 복원중임.  광화문-근정전-아미산-경회루 순으로 관람. 근정전을 대하는 순간 위압감에 탄성이 절로 나온다. 근정전은 2층으로 된 단층, 즉 중층 건물이다. 그래서 내부에서 볼 때의 위용감은 더 대단하다. 근정전으로 가는 계단에 조각된 용의 모습과 근정전 천장의 용과 비교하면서 보는 것도 재미있다. 여기서 해설사들의 근거 없는 해설들이 눈살을 찌프리게 할 수도 있다. 당시 조선은 중국의 속국이었고 용은 중국 황제한테나 허용되는 것이어서 황제 외에는 용을 표현할 수 없고 표현 하더라도 발톱을 4개 이상 그릴 수 없다. 계단 석조 용은 4개 근정전은 7개다. 중궁전 뒷편의 아미산 굴뚝은 언제 봐도 따뜻하고 부드럽다. 옆문으로 나와 경회루 측면을 감상하고 연못 앞쪽에서 정면을 감상 할 수 있다. 물 위에 올라 있는 경회루는  아름답다. 경회루에 한 번 올라 주변 풍경을 감상하고 싶다. 건물을 받히고 있는 돌 기둥에 용 조각상이 있었다고 하는데 그 조각이 있었다면 경회루의 모습은 어떠할까? 상상을 해본다."
5년 전,별표 5개,야간개장때 2000명 인원 제한이 있어서 한번 가볼만 했습니다. 특히 경회루 사진 스팟은 우리나라에서 야간에 사진 찍을 수 있는 대표적인 명소였고 도심지에서 야간에 한적하게 올드시티를 맛볼 수 있는 최적의 장소 였습니다.
7년 전,별표 4개,"7, 8월 야간개장 마지막날 다녀왔습니다. 폭염 속 서울 도심의 더위를 걱정했는데 바람도 불어주고 그나마 시원했습니다. 주간에만 몇번 다녀왔는데 밤은 또 색다른 맛이 있네요."
7년 전,별표 5개,"대한민국 정부 이전 조선시대의 왕궁. 500년 도읍지의 국정을 운영했던 경복궁입니다. 수많은 역사를 만들어 냈던 곳이고, 수많은 역사가 만들어 졌던곳이겠죠. 너무나 아름다운 왕궁이기도 하죠. 그리고 지금은 경복궁 뒤에 청와대가 있고요. 소중한 유적을 잘 관리하고 지켜나가도록 해야겠습니다.  "
7년 전,별표 5개,외국인들 오면 추천하는 장소 첫번째! 주말엔 사람들 많으니 평일 추천~오늘은 어린이날이라 인파가 엄청나네요. 행사도 많고 일년에 한번씩 가는 장소로 추천드려요.
수정일: 7년 전,별표 5개,"일본강점기에 많이 훼손되기는 하였지만 조선시대 정궁으로서 역사적 가치가 있는 우리나라 대표적 궁궐 건축물. 현재 복원공사가 많이 진행되고 있으며, 공사를 마치면 훼손 이전의 모습을 제대로 보여줄 것으로 기대됨."
4년 전,별표 5개,언제가도 좋은 경복궁. 여기저기 구석구석 돌아다니면서 여긴 어떤 장소였는지 설명을 읽기도 하고 상상도 해보면서 엄마랑 즐거운 시간을 보냈어요. 근처에 예쁜 카페랑 맛집도 구석구석 많으니 각자 취향에 맞는 좋은곳 잘 골라서 가세요.
7년 전,별표 5개,"경복궁! 아름답다. 이말이 어울리는 장소이다. 조선의 왕들이 살았던 장소... 시간이 지났지만 이렇게 남아있고 복구된것에 감사하다.  가면 우리나라사람보다 외국인 관광객들이 더 많다. 특히 일본인 관광객들이 한복(치마저고리)을 입고 벽을 등지며 사진을 찍는모습을 많이 볼 수 있다. 유행인거 같다. 찾아주는것으로 감사하다.  굳이 입장을 안하더라도 광화문에서 사진찍는 사람도 볼수 있지만, 입장을해서 보면 아름다웅 경복궁을 볼 수 있다.  This is korean palace!"
5년 전,별표 4개,"박물관과 궁의 정원을 마음껏 누릴 수 있는 곳이다. 서울이면 당연히 가볼만한 것이고 관광객들에게도 꼭 추천하는 장소이다. 입장료는 3000원  4,5월은  야간개장 특별관람이 진행된다. 낮은 낮대로 밤은 밤대로 특별하다. 야간 개장은 예약이 좀 치열하다.  그러나 방법은 있다.  한복을 입으면 바로 입장이며 입장료도 무료다."
1년 전,별표 5개,판타지세계가있는곳.백번이상갓슴.봄가을겨울다좋음.근정전은경복궁의얼굴.정면은존잘.측면은차도남분위기.가을집옥재에서가을남자가되어고독을즐기기딱좋음
5년 전,별표 5개,한가한 평일 경복궁은 힐링입니다..  경회루 근처 의자에 앉아서 멍때리다 보면 시간가는줄 몰라요. 경복궁 구석구석 너무 예뻐서 즐거웠습니다. 생과방에서 카페 하던데 마감시간이라 체험하지 못한게 아쉽네요ㅠㅠ 언젠가 다시 한다면 그땐 꼭 체험하고 싶어요!
수정일: 2년 전,별표 4개,2024년을 하루 앞두고 서울에 함박눈 파티~~ 나이들어도 온세상을 하얗게 색칠해주는 함박눈에 열광합니다. 30여년만의 서울 폭설에 경복궁이 연말 성탄절 그림이 되었네요~~
5년 전,별표 5개,도시 한가운데서 즐길수 있는 옛문화가 너무 인상깊고 힐링이 되네요. 주차는 2시간에 3천원이며 추가 10분에 800원입니다.
2년 전,별표 5개,처음 가보는 야경 외국 관광객도 많고 아름다운것 잘보고왔습니다.
9년 전,별표 5개,"야간개장 (별빛야행)을 다녀왔는데, 프로그램 구성이 특이하였고 평소에 들어가볼 수 없던곳도 들어갈 수 있어서 좋은 경험 할 수 있었습니다. 물론 경복궁 자체의 아름다움은 더 말할나위 없었구요. 앞으로도 잘 보존되었으면 합니다."
7년 전,별표 4개,추석 명절을 맞이하여 한복을 곱게 차려입고 경복궁에 다녀왔습니다. 추석연휴는 무료 개방이라 그런지 많은 인파로 사진 찍기가 어려웠습니다. 외국 관굉객 외에 한복입은 한국인을 찾아보기 힘들어 안타까웠습니다. 전통한복에 대한 관심과 애정이 필요할 때입니다.-_-
5년 전,별표 5개,"일년..  365일..사시사철.. 봄,여름,가을,겨울 1 4~4 4분기 그 어느때 가도 좋은곳! 아 참 쪄 죽는 한 여름은 빼자!  초록이 짙어 그 짙음에 지쳐 단풍 드는 가을에도..  그 단풍이 싫어 온통 하얗게 덮어 짓눌러 버리는 겨울에도..  그 못된 횡포에도 사부작 사부작 움터 알록달록 울긋불긋 돋아나 물이 오르는 봄에도,.  행여나 그 귀한 봄이 피어 올린 울긋불긋함이 사라질까 쨍한 땡볕과 흠뻑한 비를 주는 여름에도..  왕조의 흥망성쇠를 오롯히 기억 하는 그곳 백성을 버리고 도망간 군주와 버려진 백성에 의해 한때 버려진 그곳..경복궁!  비록 왕조의 큰 복을 빌어 이루지는 못했지만 그 백성들의 후손이 어렵게 세우고 굳건히 지켜 지금을 이어온 대한민국 우리나라!  군자만년 개이경복! 천년만년 이어지길..!"
6년 전,별표 5개,경복궁은 낮에도 예쁘지만 밤에 가면 더 예쁜거같아요 별빛야행 즐거웠고 가이드분이 친절하게 여러가지 알려주셔서 더 유익했습니다
1년 전,별표 5개,꼭 가봐야 하는 야간 개장. 도심 빌딩과 전통적인 궁궐 모습을 같이 담기네 좋음.
7년 전,별표 5개,설 연휴 마지막날 방문했었던 곳입니다. 명성황후 시해사건이 있던 장소까지 방문했다가 왔네요. 내부에 딱히 음료수 등을 파는 매점은 없어서 아쉬웠어요.
수정일: 1년 전,별표 5개,조선의 궁궐. 평온하고 고즈넉한 한국의 궁궐을 감상할 수 있음  - 근정전 및 경회루는 필수 추천 - 매월 마지막주 수요일은 무료개방
7년 전,별표 5개,"한국의 수도! 서울 그 중심지 광화문에 있는 경복궁!! 경복궁안의 핫스팟!!! 경회루 특히나 야간개장은 티켓팅은 빠른 매진때문에 아쉬웠어요ㅠㅠㅠ 하지만 이번에 좋은 기회로 가서 직접 그 절경을 볼 수 있었습니다. 한 번, 두 번 세 번 네 번 아닌 오조오억번 추천드립니다."
5년 전,별표 4개,근정전의 위엄과 경회루의 여유를 느끼기에 좋습니다. 경회루 내부 관람은 사전 예약 하고 가야하니 예약하시고 꼭 들어가보세요. 좋습니다.
3년 전,별표 5개,한국의 아름다움을 간직하고 있는 장소이면서 멀리 보이는 빌딩을 같이 보면 현대와 과거가 어우러진듯한 느낌을 주는 공간입니다.
11개월 전,별표 5개,서울의 랜드마크 무료(한복착용자)나 저렴한 입장료  나들이하기 좋음.
8개월 전,별표 5개,한국의 역사와 고궁을 보고 느낄 수 있습니다. 가까운 곳에 무료로 입장 가능한 박물관도 있으니 같이 구경하시기 좋습니다.
7년 전,별표 5개,야간 투어 했는데 저녁8시에 공연도 하고 야간 조명에 비춰진 경복궁 모습이 멋집니다. 그 와 대비되서 도심 쪽 야경도 같이 봐도 좋아요.
8년 전,별표 5개,"저녁입장을 위하여 입장권을 사전구매하였습니다. 포탈에서 구매 가능합니다. 근처에서 저녁을 먹고 8시쯤 입장하였는데 해가 길어져서요, 들어서며 보는 근정전 위용이 여전합니다. 옛날옛날 사생대회 그 연못과 경회루는 아직도 그대로 이더이다. 예전 집현전이었던 수정전앞에서 공연을 합니다. 일찍가면 앉아서 관람이 가능한데 중간중간 주변 구경을 하면서 봤습니다. 오늘은 성악과 국악,팝핀 그리고 오래간만의 유진 박씨의 바이올린 연주도 멋지더군요. 부채춤은 역시 아름답습니다. 초생달이 걸린 궁의 처마는 항상 감탄을 자아냅니다. 오늘은 대한민국의 월드컵 첫 경기라 밖이 시끌벅적했습니다. 과거와 어우러진 현재의 모습속으로 걸어 나갈때 마지막 사진을 찍었습니다."
8년 전,별표 5개,"대한민국 역사의 심장인 광화문 and 경복궁 그 어느나라에서도 볼수없는 도심과 옛 문화들이 그대로 남아있는곳이다. 민족의 설움 , 즐거움을 포함하여 희노애락의 조화가  모두 들어있는 조선왕조의 발자취라고도 할수있는데 역시 옛 선조들의 미래를 내다보며 설계한 정원은 현대인들과 전세계인들의 이목을 집중시킬만한 장관을 보여준다 앞으로도 우리가 지켜나가야하는 중요한 건축물들이다"
8년 전,별표 5개,"경복궁은 낮은 물론 밤에도 웅장하고 아름다웠습니다. 서울 시내 한 가운데 고궁이 자리잡고 있지만 이질감 없이 어울리며,  서울을 더 멋지고 특별하게 만들어 주는것 같아요! 낮에만 가보신 분들은 야간개장도 꼭 가보시라고 추천하고 싶습니다!"
3년 전,별표 5개,"단풍이 든 가을의 경복궁은 나무나도 아름답고, 연인과 친구들과 예쁘게 한복을 입고 행복하게 웃는 젊은이들의 모습은 반짝거리는 오후의 햇살보다 아름답고"
3년 전,별표 5개,경복궁 야간개장을 한다면 한번쯤 가보길 추천드립니다! 물에 비치는 경회루를 보러 야간에 가는것이아닐까싶습니다
4년 전,별표 5개,부산에서 절친이 여자친구와 야간개장 때 경복궁을 보기위해서 티켓팅을 하였고 커플 둘다 성공하여 토요일이지만 주말 매출을 포기하고 와이프랑 다녀왔다. 결혼하고 처음 맞이하는 기념일   만난지 7주년이다  낮부터 돌아댕겨서 너무 더워서 반팔만 입고 왔다가 야간개장때 가서 얼어죽을뻔 했다....  하지만 야경은 끝내주고 밤에 바라보는 경복궁 내부는 너무너무 이뻤다. 옛날에 왕이 거닐었던 그곳을 천천히 걸어보니 마음이 웅장해진다. 오늘은 해품달이다!!!  한복입고 오면 야간개장 때 티켓 없어도 들어오는것 같다. 다음엔 한복 대여해서 들어와서 사진 찍어도 너무너무 예쁘게 나올 것 같다. 한복 입고 경복궁 야간개장 때 오기 강추   방문 날짜   2022년 4월 16일
5년 전,별표 5개,밤의 경복궁은 언제나 너무 아름답다. 야간 개장에 두번째 온건데 올 때마다 감탄하게 된다. 물에 비친 경회루가 너무나 신비롭다.
수정일: 5년 전,별표 5개,구석구석 넓다. 왕비가 거주했던 뒤쪽이 예쁘다. 경회루를 보고 있으면 시간가는 줄 모른다. 비오는 날은 정말 최고다.
7년 전,별표 5개,오늘 다녀왔는데 정말 아름답고 정갈한 건축물들입니다 감탄하면서 죽 구경 했어요 경복궁 한복 입고 가시면 무료입장이고 가실거면 한복 입으시는것을 추천드립니다! 사진을 어디서 어떻게 찍어도 예쁘게 잘 나오더라구요   개장 시간은 10시부터 해서 5시에 입장 마감하고 6시에 폐장입니다 4월쯤인 야간개장 한다니까 인터넷 검색 하셔서 참고하시구요! 경복궁 안가보셨으먼 추천추천합니다!! 근처에 혜화도 있고 동묘 구제장도 있으니 데이트 코스 잘 짜서 다녀오시길 바라요  
수정일: 2년 전,별표 5개,"경복궁 근정전의 '근정'이란 단어는 임금이 부지런히 힘써 노력하면 만백성이 편안해지고 못 해낼 일이 없다는 뜻입니다. 즉 '임금님, 게으름 피우지 말고 부지런히 일하세요 '라는 신하의 잔소리인 셈입니다."
4년 전,별표 5개,정말 아름답네요 맑은 날 아침에 가시는 것을 추천드립니다 고즈넉한 분위기와 아침 햇살이 정말 잘 어울리네요 출사 가시는 분들께도 정말 추천드립니다 그리고 경복궁 옆에 있는 국립민속박물관도 꼭 방문 추천드립니다
6년 전,별표 5개,"서울 중심에 있는 위풍당당하게 있는 궁! 관광지이기도 해서 외국인들이 많고, 한국인들도 많음. 특히 한복입고 무료입장 하는 사람들이 많다. 안에 카페도 생기고, 시원한 박물관도 있지만 한 여름에는 정말 너무너무 더운 곳."
2년 전,별표 5개,아름다운 경복궁에 외국인들 정말  많네요 한복입고 사진찍는 모습 인상적입니다
1년 전,별표 5개,전통적인 한국미가 느껴지는 고궁 야간개장 인근 한복대여점에서 렌탈시 경복궁 입장 무료. 가장 큰 특권은 대기없이 바로 입장가능
4년 전,별표 5개,대한민국의 아름다운 자연의 정취 담고 있는 곳! 옛날 왕과 신하들이 머물던 이 곳을 전부 둘러보려면 시간이 꽤 걸린다. 빛나는 한복을 입고 다니는 외국인들이 참 아름답다.
9개월 전,별표 5개,거기서한복도입고좋았는데 개미나벌레가있어서안좋았지만 조이 케데헌 조이가나와서 사진찍어준데서 행복  꽤제미있었어요!! (교훈조이는최고다    )
7년 전,별표 5개,"가장 많은 외국인이 찾는 명소인 '경복궁'은 규모도 굉장히 크고, 서촌, 북촌 그리고 삼청동 등 근접지역에 전통과 현대가 어울려져 있는 복합지역으로 볼 수 있습니다. 하루종일 있어도, 절대 다 볼 수 없는 곳이며, 봄, 여름, 가을, 겨울 등 시간의 흐름에 따라 다 다른 모습을 하기 때문에 너무나 아름답고 매력적인 곳입니다.  서양으로 따지자면 왕이 머무는 곳, 캐슬인데... 왕궁으로 불리는 궁은 이에 비해 좀 더 운치있고, 오리엔털적인 느낌을 더욱 가미시켜 독특하고 멋진 모습을 하고 있습니다.  특히,  광화문 바로 옆에 '대한민국 역사 박물관' 꼭대기 층에서는 바라보는 경복궁 뷰와 광화문의 뷰는 경복궁 안에서 보는 뷰와는 다르게 시원시원하게 뒤에 보이는 인왕산과 청와대 그리고 경복궁을 완벽한 조합으로 한 눈에 볼 수 있습니다."
7년 전,별표 5개,초기에 비해 접근이 쉬워진 장점으로 단지 산보용코스로 3천원이 비싸보일지 모르나 밤의 경복궁은 가볼만하다에 한표 단 표는 현장발권이 안돼 (외국인가능)  인터넷으로 사전예약하니 주의가 필요 신분증이 필요하다 되어있었으나 방문당일엔 딱히검사치않았음
7년 전,별표 4개,여전히 찾는 사람이 많지만 그래도 워낙 넓어서 가볼만해요. 한복입고 나들이 하는거 강추! 특별한 추억이 될거 같아요. 11시 오후2시 수문장교대식도 꼭 구경하시구요 드문 드문 남아 있는 단풍도 놓지지 마세요! 화요일 휴무에요.
8년 전,별표 5개,생활한복입고 간 경복궁~!!가까운데 있지만 자주 가지는 못 하네요~!생활한복도 입장권이 무료더라고요~!너무오색찬란 금빛은빛 한복은 부담스러워 생활한복입고 방문했습니다~!여기저기 둘러보니 시간 가는 줄 몰랐어여~~외국인이 반 이상이라는게 조금 아쉬웠어여~ㅎㅎ
5년 전,별표 4개,야간개장으로 다녀왔습니다. 근정전과 경회루는 볼 만 했습니다. 다른 곳은 못가거나 딱히 볼꺼리는 아니었습니다. 그래도 꼭 한번은 가볼 만하다고 생각되네요.
수정일: 8년 전,별표 5개,"개인적으로 단연코 제일의 서울 명소라고 생각한다. 우리나라의 고궁이야 말로 세계, 아니 서울아니고서는 이나라 어디서도 볼 수 있는 곳이 없다. 물론 서울에는 많은 고궁이 있다. 창경궁, 덕수궁, 경희궁 등등. 그렇지만 규모면이나 모든 면에서 단연 경복궁이 압도한다. 예전에 비해 관광객이 많아졌지만, 그래도 언제나 멋진 곳임에는 틀림이 없다."
6년 전,별표 5개,서울에 있다면 한번쯤 가봐야 할곳 도시의 서울에 옛 모습을 볼수있는 몇 안되는곳 조선시대 왕이 살았던 곳이여서 모든것이 다 잘 조성되어 있고 사진을 찍을 곳도 많은곳
수정일: 8년 전,별표 5개,"이틀전에 처음으로 경복궁의 야간개장하는 날 찍은 사진들인데요. 광화문과 경복궁내의 경회루, 근정전등의 야경이 정말 아름답고 멋지더군요."
7년 전,별표 5개,잊지말아야  우리의 역사가 담긴 곳. 복구를 하기는했지만 그래도 방문자체로 좋았습니다.  외국인들이 평일에도 많았고 한복을 입고 사진찍는모습이 좋아보였습니다
5년 전,별표 5개,쌓인 눈을 생각했는데 갑자기 날씨가 포근해 눈이 녹고 있더라구요. 그래도 야무지게 한바퀴 돌았습니다. 향원정은 아직도 보수공사 중이라 아쉬웠습니다.
4년 전,별표 5개,"낮의 궁도 아름답지만, 밤의 궁도 아름답다  ) 그런데 야간개장에 경회루 뒤 향원정 쪽은 오픈이 안 되어 아쉽더군요~"
8년 전,별표 5개,"저녁 시간 가족들과 함께 한적한 고궁 나들이를 하게 되니 좋았네요. 주차장은 경복궁 주차장을 이용하면 편리하고 저렴합니다. 경복궁 관람시간 마감은 저녁 9시 반이고, 주차장 마감은 저녁 10시 반 입니다."
6년 전,별표 5개,너무도 유명한 조선시대의 왕궁. 일제 강점기때 시설 파괴를 당하여 예전의 정취는 없고 모두 복원된 건물이지만 그래도 웅장한 규모와 아름다운 건축양식을 감상할 수 있다. 추석이나 설연휴에 방문하면 무료관람이 가능하다.
5년 전,별표 5개,넓은데도 다 돌고돌아 삼청동까지 걷고싶은곳 경복궁 사랑합니다. 한복입음 입장료 공짜. 궁궐 제일 안쪽 집옥재 공사중이니 참고.
6년 전,별표 5개,도심한가운데 궁이있어 참좋다 풍수지리는 잘몰라도 산에 둘러쌓여 있는 모습을 보면 정말 명당같다 향정원이 참아름다운데 언제쯤 재오픈할지..
6년 전,별표 5개,추석에 서울고궁나들이하기에는 최고인거같아 오늘 처음으로 와봤어요.추석이라 무료로 개방하는 날이기도 하고 여행객들도 엄청많아 말 그대로 인산인해엇답니다. 추석당일에는 날씨도 쾌청해서 더 많았던거같았어요.고궁박물관은 추석당일 휴관이여서 너무 아쉬웠어요. 경복궁역 5번출구로 나오면 고궁박물관이 코앞에 있구요.경복궁도 바로 있어요.경복궁밖에는  상인분들이 여기저기서 꼬치구이를 팔고 맥주 물도 파는거같아 흡사 잔칫집을 연상시키더라구요.근데 어떤 외국인이 얼음물을 사는데 조그만 것인데도 불구하고 2개에 3천원을 받는겨같아 씁슬했답니다. 여긴 필히 대중교통을 이용하는게 좋아요.지하철안에서도 미술고등학교ㅣ학년애들이 드로잉전시회도 하고 있어서 볼거리가 많았답니다. 다음엔 평일에한가로울때 와서 창덕궁 휴원을 꼭 가보고싶었어요.아 .그리고 일제의 만행을 여기저기서 알수 있어서 너무 좋았구요. 경복궁이 흥선대원군이 증축을 했다는게 참신기했어요
8년 전,별표 5개,"언제가도 넉넉함과 고즈넉함이 좋다. 서울 한복판에 이런 고궁이 있다는건 축복이다. 예전에 어린맘에 다른 나라의 화려한 성이나 궁궐들을 부러워한적이 있었다. 아무래도 우리나라는 조화를 강조하니 화려한편은 아니기에 좀 부족하지 않나 싶었다. 그러다 광화문에 관한 다큐를 보다가 광화문 건설 책임자가 쓴 궁궐이 가져야할 원칙으로 '사치하면 안되고, 화려하면서도 화려한 지경에 이르지 않아야한다' 라고 되어있는걸 보고 아주 감동먹고서 현재의 우리나라 고궁들을 자랑스럽게 생각하게 됐다. 다른 나라의 크고 화려한 궁들은 대부분 백성들의 노역으로 만들어진게 대부분이다 보니. 거기다 우리나라 유일의 건설 방식(?)으로 보통은 그 지역을 밀어버리고 건축을 하는데 우리나라는 자연을 최대한 훼손시키지 않고 나무가 있으면 나무를 피해서 건축을 하면서 조화를 강조하기에 이런 멋진 고궁이 나온게 아닐까 싶다."
5년 전,별표 5개,야간에는 처음이였는데 넘 이뻤어요. 좀 일찍가셔서 주변에 북촌을 둘러보시는것도 추천해요. 운치있게 걸으면서요~~  주차는 2시간에 3000원
4년 전,별표 5개,야간개장은 한번쯤 다녀오시기를 추천 드립니다~ 조용한 분위기에 아름다운 건물들을 보고 있노라면 과거야행을 한듯 오묘한 기분이 듭니다. 가볍게 산책하기에 정말 좋았습니다. 새로 시작하는 커플들에게 강력하게 추천합니다.
수정일: 2년 전,별표 5개,이렇게 멋진 장소에 관광객들이 많은 건 당연하겠죠? 생각 이상으로 엄청 넓고 볼거리도 많았어요. 날씨 좋은 날 가서 더 아름답게 느껴졌습니다.
수정일: 7년 전,별표 5개,역사적으로 매우 의미있고 중요한 장소이다. 시간 잘맞춰 한국어 해설 프로그램을 들으며 아이들과 관람하니 유익한 시간이였다.
